year,giin_id,kanji,kana,party,election_area
rl037,r01292,加藤万吉,かとうまんきち,日本社会党,神奈川3区
rl037,r01338,加藤六月,かとうむつき,自由民主党,岡山2区
rl037,r01096,角屋堅次郎,かどやけんじろう,日本社会党,三重2区
rl037,r01155,金子一平,かねこいっぺい,自由民主党,岐阜2区
rl037,r01868,金子原二郎,かねこげんじろう,自由民主党,長崎2区
rl037,r01487,金子みつ,かねこみつ,日本社会党,東京4区
rl037,r01084,金丸信,かねまるしん,自由民主党,山梨全県区
rl037,r01565,鹿野道彦,かのみちひこ,自由民主党,山形1区
rl037,r01872,上西和郎,かみにしかずろう,日本社会党,鹿児島3区
rl037,r01735,亀井静香,かめいしずか,自由民主党,広島3区
rl037,r01132,亀岡高夫,かめおかたかお,自由民主党,福島1区
rl037,r01405,唐沢俊二郎,からさわしゅんじろう,自由民主党,長野4区
rl037,r01326,河上民雄,かわかみたみお,日本社会党,兵庫1区
rl037,r01250,川崎寛治,かわさきかんじ,日本社会党,鹿児島1区
rl037,r01034,河野正,かわのただし,日本社会党,福岡1区
rl037,r01366,川俣健二郎,かわまたけんじろう,日本社会党,秋田2区
rl037,r01291,河村勝,かわむらかつ,民社党,神奈川5区
rl037,r01504,瓦力,かわらつとむ,自由民主党,石川2区
rl037,r01769,菅直人,かんなおと,社会民主連合,東京7区
rl037,r01865,神崎武法,かんざきたけのり,公明党,福岡1区
rl037,r01571,神田厚,かんだあつし,民社党,栃木2区
rl037,r01703,木内良明,きうちよしあき,公明党,東京1区
rl037,r01563,菊池福治郎,きくちふくじろう,自由民主党,宮城2区
rl037,r01733,岸田文武,きしだふみたけ,自由民主党,広島1区
rl037,r01396,木島喜兵衛,きじまきへえ,日本社会党,新潟4区
rl037,r01638,北川石松,きたがわいしまつ,自由民主党,大阪7区
rl037,r01839,北川正恭,きたがわまさやす,自由民主党,三重1区
rl037,r01744,北口博,きたぐちひろし,自由民主党,熊本1区
rl037,r01749,木下敬之助,きのしたけいのすけ,民社党,大分1区
rl037,r01223,木部佳昭,きべよしあき,自由民主党,静岡2区
rl037,r01716,木間章,きまあきら,日本社会党,富山2区
rl037,r01785,久間章生,きゅうまふみお,自由民主党,長崎1区
rl037,r01845,経塚幸夫,きょうづかゆきお,日本共産党,大阪4区
rl037,r01622,草川昭三,くさかわしょうぞう,無所属,愛知2区
rl037,r01603,草野威,くさのたけし,公明党,神奈川4区
rl037,r01772,串原義直,くしはらよしなお,日本社会党,長野3区
rl037,r01209,鯨岡兵輔,くじらおかひょうすけ,自由民主党,東京10区
rl037,r01588,工藤晃（東京）,くどうあきら,日本共産党,東京7区
rl037,r01685,工藤巌,くどういわお,自由民主党,岩手1区
rl037,r01832,熊谷弘,くまがいひろし,無所属,静岡3区
rl037,r01695,熊川次男,くまかわつぎお,自由民主党,群馬1区
rl037,r01116,倉成正,くらなりただし,自由民主党,長崎1区
rl037,r01509,栗原祐幸,くりはらゆうこう,自由民主党,静岡2区
rl037,r01496,小泉純一郎,こいずみじゅんいちろう,自由民主党,神奈川2区
rl037,r01471,上坂昇,こうさかのぼる,日本社会党,福島3区
rl037,r01290,河野洋平,こうのようへい,新自由クラブ,神奈川5区
rl037,r01780,高村正彦,こうむらまさひこ,自由民主党,山口2区
rl037,r00620,河本敏夫,こうもととしお,自由民主党,兵庫4区
rl037,r01784,古賀誠,こがまこと,自由民主党,福岡3区
rl037,r01454,国場幸昌,こくばこうしょう,自由民主党,沖縄全県区
rl037,r01384,小坂徳三郎,こさかとくさぶろう,自由民主党,東京3区
rl037,r01767,小杉隆,こすぎたかし,新自由クラブ,東京3区
rl037,r00480,小平忠,こだいらただし,民社党,北海道4区
rl037,r01843,小谷輝二,こたにてるじ,公明党,大阪1区
rl037,r01119,児玉末男,こだままつお,日本社会党,宮崎2区
rl037,r00554,小林進,こばやしすすむ,日本社会党,新潟3区
rl037,r01753,小林恒人,こばやしつねと,日本社会党,北海道1区
rl037,r01743,小渕正義,こぶちまさよし,民社党,長崎1区
rl037,r01849,駒谷明,こまたにあきら,公明党,兵庫3区
rl037,r01204,小宮山重四郎,こみやまじゅうしろう,自由民主党,埼玉2区
rl037,r00688,小山長規,こやまおさのり,自由民主党,宮崎2区
rl037,r01456,近藤鉄雄,こんどうてつお,自由民主党,山形1区
rl037,r01713,近藤元次,こんどうもとじ,自由民主党,新潟1区
rl037,r01723,近藤豊,こんどうゆたか,無所属,愛知5区
rl037,r01643,後藤茂,ごとうしげる,日本社会党,兵庫4区
rl037,r01656,後藤田正晴,ごとうだまさはる,自由民主党,徳島全県区
rl037,r01664,権藤恒夫,ごんどうつねお,公明党,福岡3区
rl037,r01061,斎藤邦吉,さいとうくにきち,自由民主党,福島3区
rl037,r01406,斉藤滋与史,さいとうしげよし,自由民主党,静岡2区
rl037,r01816,斉藤節,さいとうまこと,公明党,東京11区
rl037,r01256,斎藤実,さいとうみのる,公明党,北海道1区
rl037,r01424,坂井弘一,さかいひろいち,公明党,和歌山1区
rl037,r01514,坂口力,さかぐちちから,公明党,三重1区
rl037,r00442,坂田道太,さかたみちた,自由民主党,熊本2区
rl037,r01299,坂本三十次,さかもとみそじ,自由民主党,石川2区
rl037,r01770,桜井新,さくらいしん,自由民主党,新潟3区
rl037,r00134,桜内義雄,さくらうちよしお,自由民主党,島根全県区
rl037,r01844,左近正男,さこんまさお,日本社会党,大阪2区
rl037,r01129,佐々木義武,ささきよしたけ,自由民主党,秋田1区
rl037,r01027,佐々木良作,ささきりょうさく,民社党,兵庫5区
rl037,r01758,笹山登生,ささやまたつお,自由民主党,秋田2区
rl037,r01711,佐藤一郎,さとういちろう,自由民主党,神奈川4区
rl037,r01408,佐藤観樹,さとうかんじゅ,日本社会党,愛知3区
rl037,r01466,佐藤敬治,さとうけいじ,日本社会党,秋田1区
rl037,r01185,佐藤孝行,さとうこうこう,無所属,北海道3区
rl037,r01736,佐藤信二,さとうしんじ,自由民主党,山口2区
rl037,r01815,佐藤祐弘,さとうすけひろ,日本共産党,東京10区
rl037,r01606,佐藤隆,さとうたかし,自由民主党,新潟2区
rl037,r01799,佐藤徳雄,さとうとくお,日本社会党,福島1区
rl037,r01354,佐藤文生,さとうぶんせい,自由民主党,大分2区
rl037,r01417,左藤恵,さとうめぐむ,自由民主党,大阪6区
rl037,r01429,佐藤守良,さとうもりよし,自由民主党,広島3区
rl037,r01690,佐藤誼,さとうよしみ,日本社会党,山形2区
rl037,r01574,沢田広,さわだひろし,日本社会党,埼玉5区
rl037,r01687,椎名素夫,しいなもとお,自由民主党,岩手2区
rl037,r01321,塩川正十郎,しおかわまさじゅうろう,自由民主党,大阪4区
rl037,r01432,塩崎潤,しおざきじゅん,自由民主党,愛媛1区
rl037,r01827,塩島大,しおじまだい,自由民主党,長野4区
rl037,r01727,塩田晋,しおたすすむ,民社党,兵庫3区
rl037,r01463,志賀節,しがせつ,自由民主党,岩手2区
rl037,r01721,柴田弘,しばたひろし,公明党,愛知1区
rl037,r01479,柴田睦夫,しばたむつお,日本共産党,千葉1区
rl037,r01591,渋沢利久,しぶさわりきゅう,日本社会党,東京10区
rl037,r01136,渋谷直蔵,しぶやなおぞう,自由民主党,福島2区
rl037,r01503,島崎譲,しまさきゆずる,日本社会党,石川1区
rl037,r01461,島田琢郎,しまだたくろう,日本社会党,北海道5区
rl037,r01531,島田安夫,しまだやすお,自由民主党,鳥取全県区
rl037,r01592,島村宜伸,しまむらよしのぶ,自由民主党,東京10区
rl037,r01613,清水勇,しみずいさむ,日本社会党,長野1区
rl037,r01714,白川勝彦,しらかわかつひこ,自由民主党,新潟4区
rl037,r00881,白浜仁吉,しらはまにきち,自由民主党,長崎2区
rl037,r01761,城地豊司,しろちとよじ,日本社会党,茨城2区
rl037,r01581,新村勝雄,しんむらかつお,日本社会党,千葉4区
rl037,r01682,新村源雄,しんむらげんゆう,日本社会党,北海道5区
rl037,r01866,自見庄三郎,じみしょうざぶろう,自由民主党,福岡4区
rl037,r01796,菅原喜重郎,すがわらきじゅうろう,民社党,岩手2区
rl037,r00033,鈴木善幸,すずきぜんこう,自由民主党,岩手1区
rl037,r01611,鈴木強,すずきつよし,日本社会党,山梨全県区
rl037,r01794,鈴木宗男,すずきむねお,無所属,北海道5区
rl037,r01275,鈴切康雄,すずきりやすお,公明党,東京2区
rl037,r01231,砂田重民,すなだしげたみ,自由民主党,兵庫1区
rl037,r01501,住栄作,すみえいさく,自由民主党,富山1区
rl037,r01684,関晴正,せきはれまさ,日本社会党,青森1区
rl037,r01657,関谷勝嗣,せきやかつつぐ,自由民主党,愛媛1区
rl037,r01822,関山信之,せきやまのぶゆき,日本社会党,新潟1区
rl037,r01516,瀬崎博義,せざきひろよし,日本共産党,滋賀全県区
rl037,r01452,瀬長亀次郎,せながかめじろう,日本共産党,沖縄全県区
rl037,r00440,園田直,そのだすなお,自由民主党,熊本2区
rl037,r01489,高沢寅男,たかざわとらお,日本社会党,東京5区
rl037,r01397,高鳥修,たかとりおさむ,自由民主党,新潟4区
rl037,r01681,高橋辰夫,たかはしたつお,自由民主党,北海道4区
rl037,r00869,多賀谷真稔,たがやしんねん,日本社会党,福岡2区
rl037,r01149,田川誠一,たがわせいいち,新自由クラブ,神奈川2区
rl037,r01800,滝沢幸助,たきざわこうすけ,民社党,福島2区
rl037,r01287,竹入義勝,たけいりよしかつ,公明党,東京10区
rl037,r01629,竹内勝彦,たけうちかつひこ,公明党,京都1区
rl037,r01472,竹内猛,たけうちたけし,日本社会党,茨城3区
rl037,r01189,竹内黎一,たけうちれいいち,自由民主党,青森2区
rl037,r01102,竹下登,たけしたのぼる,自由民主党,島根全県区
rl037,r01561,武田一夫,たけだかずお,公明党,宮城1区
rl037,r01333,武部文,たけべぶん,日本社会党,鳥取全県区
rl037,r01790,竹村泰子,たけむらやすこ,無所属,北海道1区
rl037,r01126,田沢吉郎,たざわきちろう,自由民主党,青森2区
rl037,r00182,田中角栄,たなかかくえい,無所属,新潟3区
rl037,r01824,田中克彦,たなかかつひこ,日本社会党,山梨全県区
rl037,r01820,田中慶秋,たなかけいしゅう,民社党,神奈川4区
rl037,r01825,田中秀征,たなかしゅうせい,自由民主党,長野1区
rl037,r00953,田中龍夫,たなかたつお,自由民主党,山口1区
rl037,r01433,田中恒利,たなかつねとし,日本社会党,愛媛3区
rl037,r01801,田中直紀,たなかなおき,自由民主党,福島3区
rl037,r01510,田中美智子,たなかみちこ,無所属,愛知1区
rl037,r01248,田中六助,たなかろくすけ,自由民主党,福岡4区
rl037,r01683,田名部匡省,たなぶまさみ,自由民主党,青森1区
rl037,r01086,田辺国男,たなべくにお,自由民主党,山梨全県区
rl037,r01140,田辺誠,たなべまこと,日本社会党,群馬1区
rl037,r01808,田並胤明,たなみたねあき,日本社会党,埼玉3区
rl037,r01644,谷洋一,たによういち,自由民主党,兵庫5区
rl037,r01788,谷垣禎一,たにがきさだかず,自由民主党,京都2区
rl037,r01675,玉城栄一,たまきえいいち,公明党,沖縄全県区
rl037,r01853,玉置和郎,たまきかずお,自由民主党,和歌山2区
rl037,r01678,玉置一弥,たまきかずや,民社党,京都2区
rl037,r01558,玉沢徳一郎,たまざわとくいちろう,自由民主党,岩手1区
rl037,r01015,田村元,たむらはじめ,自由民主党,三重2区
rl037,r01750,田原隆,たわらたかし,自由民主党,大分2区
rl037,r01759,近岡理一郎,ちかおかりいちろう,自由民主党,山形2区
rl037,r01637,中馬弘毅,ちゅうまこうき,新自由クラブ,大阪6区
rl037,r01803,塚田延充,つかだえんじゅう,民社党,茨城1区
rl037,r01568,塚原俊平,つかはらしゅんぺい,自由民主党,茨城2区
rl037,r01091,塚本三郎,つかもとさぶろう,民社党,愛知6区
rl037,r01364,津川武一,つがわたけいち,日本共産党,青森2区
rl037,r01863,月原茂皓,つきはらしげあき,自由民主党,香川2区
rl037,r01823,辻一彦,つじかずひこ,無所属,福井全県区
rl037,r01728,辻第一,つじだいいち,日本共産党,奈良全県区
rl037,r01662,辻英雄,つじひでお,自由民主党,福岡1区
rl037,r01556,津島雄二,つしまゆうじ,自由民主党,青森1区
rl037,r01529,戸井田三郎,といださぶろう,自由民主党,兵庫4区
rl037,r01746,東家嘉幸,とうやよしゆき,自由民主党,熊本2区
rl037,r01757,戸田菊雄,とだきくお,日本社会党,宮城1区
rl037,r01831,戸塚進也,とつかしんや,無所属,静岡1区
rl037,r01821,富塚三夫,とみづかみつお,日本社会党,神奈川5区
rl037,r01580,友納武人,とものうたけと,自由民主党,千葉4区
rl037,r01378,鳥居一雄,とりいかずお,公明党,千葉1区
rl037,r01420,土井たか子,どいたかこ,日本社会党,兵庫2区
rl037,r01626,中井洽,なかいひろし,民社党,三重1区
rl037,r01778,永井孝信,ながいたかのぶ,日本社会党,兵庫3区
rl037,r01726,永江一仁,ながえかずひと,民社党,兵庫1区
rl037,r01793,中川昭一,なかがわしょういち,自由民主党,北海道5区
rl037,r01654,中川秀直,なかがわひでなお,自由民主党,広島2区
rl037,r01391,中川嘉美,なかがわよしみ,公明党,東京8区
rl037,r01467,中川利三郎,なかがわりさぶろう,日本共産党,秋田1区
rl037,r01375,中島源太郎,なかじまげんたろう,自由民主党,群馬2区
rl037,r01492,中島武敏,なかじまたけとし,日本共産党,東京9区
rl037,r01614,中島衛,なかじままもる,自由民主党,長野3区
rl037,r01228,永末英一,ながすええいいち,民社党,京都1区
rl037,r00103,中曽根康弘,なかそねやすひろ,自由民主党,群馬3区
rl037,r01646,中西啓介,なかにしけいすけ,自由民主党,和歌山1区
rl037,r01665,中西績介,なかにしせきすけ,日本社会党,福岡4区
rl037,r01634,中野寛成,なかのかんせい,民社党,大阪3区
rl037,r00258,中野四郎,なかのしろう,自由民主党,愛知4区
rl037,r01786,長野祐也,ながのすけなり,自由民主党,鹿児島1区
rl037,r01730,中林佳子,なかばやしよしこ,日本共産党,島根全県区
rl037,r01814,中村巌,なかむらいわお,公明党,東京9区
rl037,r01570,中村喜四郎,なかむらきしろう,自由民主党,茨城3区
rl037,r01505,中村茂,なかむらしげる,日本社会党,長野2区
rl037,r01179,中村重光,なかむらじゅうこう,日本社会党,長崎1区
rl037,r01701,中村正三郎,なかむらしょうざぶろう,自由民主党,千葉3区
rl037,r01873,仲村正治,なかむらせいじ,自由民主党,沖縄全県区
rl037,r01632,中村正雄,なかむらまさお,民社党,大阪2区
rl037,r01847,中村正男,なかむらまさお,日本社会党,大阪7区
rl037,r01586,中村靖,なかむらやすし,自由民主党,東京5区
rl037,r01416,中山正暉,なかやままさあき,自由民主党,大阪2区
rl037,r01854,二階俊博,にかいとしひろ,自由民主党,和歌山2区
rl037,r00694,二階堂進,にかいどうすすむ,自由民主党,鹿児島3区
rl037,r01411,西田八郎,にしだはちろう,民社党,滋賀全県区
rl037,r01659,西田司,にしだまもる,自由民主党,愛媛3区
rl037,r01413,西中清,にしなかきよし,公明党,京都2区
rl037,r01636,西村章三,にしむらしょうぞう,民社党,大阪5区
rl037,r01850,西山敬次郎,にしやまけいじろう,自由民主党,兵庫5区
rl037,r01012,丹羽兵助,にわひょうすけ,自由民主党,愛知2区
rl037,r01693,丹羽雄哉,にわゆうや,自由民主党,茨城3区
rl037,r01804,額賀福志郎,ぬかがふくしろう,無所属,茨城1区
rl037,r01870,沼川洋一,ぬまかわよういち,公明党,熊本1区
rl037,r01771,野上徹,のがみとおる,自由民主党,富山1区
rl037,r01627,野口幸一,のぐちこういち,日本社会党,滋賀全県区
rl037,r01544,野田毅,のだたけし,自由民主党,熊本1区
rl037,r01789,野中広務,のなかひろむ,自由民主党,京都2区
rl037,r01530,野間友一,のまともいち,日本共産党,和歌山1区
rl037,r01840,野呂昭彦,のろあきひこ,自由民主党,三重2区
rl037,r01797,野呂田芳成,のろたほうせい,自由民主党,秋田1区
rl037,r01818,橋本文彦,はしもとふみひこ,公明党,神奈川3区
rl037,r01236,橋本龍太郎,はしもとりゅうたろう,自由民主党,岡山2区
rl037,r00517,長谷川四郎,はせがわしろう,自由民主党,群馬2区
rl037,r00911,長谷川峻,はせがわたかし,自由民主党,宮城2区
rl037,r01748,畑英次郎,はたえいじろう,自由民主党,大分1区
rl037,r01403,羽田孜,はたつとむ,自由民主党,長野2区
rl037,r01589,鳩山邦夫,はとやまくにお,自由民主党,東京8区
rl037,r01267,葉梨信行,はなしのぶゆき,自由民主党,茨城1区
rl037,r01380,浜田幸一,はまだこういち,自由民主党,千葉3区
rl037,r01763,浜田卓二郎,はまだたくじろう,自由民主党,埼玉1区
rl037,r01860,浜西鉄雄,はまにしてつお,日本社会党,山口1区
rl037,r01707,浜野剛,はまのたけし,自由民主党,東京9区
rl037,r01480,林大幹,はやしたいかん,自由民主党,千葉2区
rl037,r00218,林百郎,はやしひゃくろう,日本共産党,長野3区
rl037,r01430,林義郎,はやしよしろう,自由民主党,山口1区
rl037,r00310,原健三郎,はらけんざぶろう,自由民主党,兵庫2区
rl037,r00299,原田憲,はらだけん,自由民主党,大阪3区
rl037,r01617,原田昇左右,はらだしょうぞう,自由民主党,静岡1区
rl037,r01639,春田重昭,はるたしげあき,公明党,大阪7区
rl037,r01545,馬場昇,ばばのぼる,日本社会党,熊本2区
rl037,r01858,日笠勝之,ひかさかつゆき,公明党,岡山1区
rl037,r01855,東力,ひがしちから,無所属,和歌山2区
rl037,r01415,東中光雄,ひがしなかみつお,日本共産党,大阪2区
rl037,r01562,日野市朗,ひのいちろう,日本社会党,宮城2区
rl037,r01660,平石磨作太郎,ひらいしまさたろう,公明党,高知全県区
rl037,r01609,平泉渉,ひらいずみわたる,自由民主党,福井全県区
rl037,r01779,平沼赳夫,ひらぬまたけお,自由民主党,岡山1区
rl037,r01856,平林鴻三,ひらばやしこうぞう,自由民主党,鳥取全県区
rl037,r01137,広瀬秀吉,ひろせひでよし,日本社会党,栃木1区
rl037,r01491,深谷隆司,ふかやたかし,自由民主党,東京8区
rl037,r01737,吹田愰,ふきだあきら,自由民主党,山口2区
rl037,r01859,福岡康夫,ふくおかやすお,公明党,広島1区
rl037,r01669,福島譲二,ふくしまじょうじ,自由民主党,熊本2区
rl037,r00743,福田赳夫,ふくだたけお,自由民主党,群馬3区
rl037,r00564,福田一,ふくだはじめ,自由民主党,福井全県区
rl037,r00520,福永健司,ふくながけんじ,自由民主党,埼玉5区
rl037,r01109,福家俊一,ふけとしいち,自由民主党,香川1区
rl037,r01172,藤井勝志,ふじいかつし,自由民主党,岡山2区
rl037,r01200,藤尾正行,ふじおまさゆき,自由民主党,栃木2区
rl037,r01288,伏木和雄,ふしきかずお,公明党,神奈川1区
rl037,r01848,藤木洋子,ふじきようこ,日本共産党,兵庫2区
rl037,r01724,藤田スミ,ふじたすみ,日本共産党,大阪5区
rl037,r01243,藤田高敏,ふじたたかとし,日本社会党,愛媛2区
rl037,r01311,藤波孝生,ふじなみたかお,自由民主党,三重2区
rl037,r01242,藤本孝雄,ふじもとたかお,自由民主党,香川1区
rl037,r01812,藤原哲太郎,ふじわらてつたろう,民社党,東京4区
rl037,r01615,伏屋修治,ふせやしゅうじ,公明党,岐阜1区
rl037,r01372,二見伸明,ふたみのぶあき,公明党,茨城3区
rl037,r01694,船田元,ふなだはじめ,自由民主党,栃木1区
rl037,r01428,古川雅司,ふるかわまさし,公明党,広島3区
rl037,r01304,古屋亨,ふるやとおる,自由民主党,岐阜2区
rl037,r01388,不破哲三,ふわてつぞう,日本共産党,東京6区
rl037,r01170,細田吉蔵,ほそだきちぞう,自由民主党,島根全県区
rl037,r01688,細谷昭雄,ほそやあきお,日本社会党,秋田2区
rl037,r01247,細谷治嘉,ほそやはるよし,日本社会党,福岡3区
rl037,r01742,保利耕輔,ほりこうすけ,自由民主党,佐賀全県区
rl037,r01100,堀昌雄,ほりまさお,日本社会党,兵庫2区
rl037,r01612,堀内光雄,ほりうちみつお,自由民主党,山梨全県区
rl037,r01672,堀之内久男,ほりのうちひさお,自由民主党,宮崎2区
rl037,r01740,前川旦,まえかわたん,日本社会党,香川1区
rl037,r01323,正木良明,まさきよしあき,公明党,大阪5区
rl037,r01520,正森成二,まさもりせいじ,日本共産党,大阪1区
rl037,r01339,増岡博之,ますおかひろゆき,自由民主党,広島2区
rl037,r01791,町村信孝,まちむらのぶたか,自由民主党,北海道1区
rl037,r01447,松浦利尚,まつうらとしひさ,日本社会党,宮崎1区
rl037,r01395,松沢俊昭,まつざわとしあき,日本社会党,新潟2区
rl037,r01869,松田九郎,まつだくろう,自由民主党,長崎2区
rl037,r01376,松永光,まつながひかる,自由民主党,埼玉1区
rl037,r01302,松野幸泰,まつのゆきやす,自由民主党,岐阜1区
rl037,r00434,松野頼三,まつのらいぞう,自由民主党,熊本1区
rl037,r01830,松前仰,まつまえあおぐ,日本社会党,静岡1区
rl037,r01279,松本善明,まつもとぜんめい,日本共産党,東京4区
rl037,r00673,三池信,みいけまこと,自由民主党,佐賀全県区
rl037,r01710,三浦隆,みうらたかし,民社党,神奈川1区
rl037,r01541,三浦久,みうらひさし,日本共産党,福岡4区
rl037,r00376,三木武夫,みきたけお,自由民主党,徳島全県区
rl037,r01653,水田稔,みずたみのる,日本社会党,岡山2区
rl037,r01805,水谷弘,みずたにひろし,公明党,栃木2区
rl037,r01273,水野清,みずのきよし,自由民主党,千葉2区
rl037,r01625,水平豊彦,みずひらとよひこ,自由民主党,愛知6区
rl037,r01464,三塚博,みつづかひろし,自由民主党,宮城1区
rl037,r01270,三ッ林弥太郎,みつばやしやたろう,自由民主党,埼玉4区
rl037,r01773,簑輪幸代,みのわさちよ,日本共産党,岐阜1区
rl037,r01255,箕輪登,みのわのぼる,自由民主党,北海道1区
rl037,r01245,三原朝雄,みはらあさお,自由民主党,福岡2区
rl037,r01867,宮崎角治,みやざきかくじ,公明党,長崎1区
rl037,r01548,宮崎茂一,みやざきもいち,自由民主党,鹿児島1区
rl037,r01341,宮沢喜一,みやざわきいち,自由民主党,広島3区
rl037,r01720,宮下創平,みやしたそうへい,自由民主党,長野3区
rl037,r01539,宮田早苗,みやたさなえ,民社党,福岡2区
rl037,r01572,宮地正介,みやちしょうすけ,公明党,埼玉2区
rl037,r01303,武藤嘉文,むとうかぶん,自由民主党,岐阜1区
rl037,r01138,武藤山治,むとうさんじ,日本社会党,栃木2区
rl037,r01468,村岡兼造,むらおかかねぞう,自由民主党,秋田2区
rl037,r01553,村上茂利,むらかみしげとし,自由民主党,北海道2区
rl037,r01410,村田敬次郎,むらたけいじろう,自由民主党,愛知5区
rl037,r01182,村山喜一,むらやまきいち,日本社会党,鹿児島2区
rl037,r01217,村山達雄,むらやまたつお,自由民主党,新潟3区
rl037,r01547,村山富市,むらやまとみいち,日本社会党,大分1区
rl037,r01833,元信尭,もとのぶたかし,日本社会党,静岡3区
rl037,r01658,森清（愛媛）,もりきよし,自由民主党,愛媛2区
rl037,r01381,森美秀,もりよしひで,自由民主党,千葉3区
rl037,r01400,森喜朗,もりよしろう,自由民主党,石川1区
rl037,r01534,森井忠良,もりいちゅりょう,日本社会党,広島2区
rl037,r01240,森下元晴,もりしたもとはる,自由民主党,徳島全県区
rl037,r01702,森田景一,もりたけいいち,公明党,千葉4区
rl037,r01781,森田一,もりたはじめ,自由民主党,香川2区
rl037,r01745,森中守義,もりなかもりよし,日本社会党,熊本1区
rl037,r01851,森本晃司,もりもとこうじ,公明党,奈良全県区
rl037,r00510,森山欽司,もりやまきんじ,自由民主党,栃木1区
rl037,r01846,矢追秀彦,やおいひでひこ,公明党,大阪6区
rl037,r01036,八木昇,やぎのぼる,日本社会党,佐賀全県区
rl037,r01051,安井吉典,やすいよしのり,日本社会党,北海道2区
rl037,r01550,保岡興治,やすおかおきはる,自由民主党,奄美群島区
rl037,r01715,安田修三,やすだしゅうぞう,日本社会党,富山1区
rl037,r01320,矢野絢也,やのじゅんや,公明党,大阪4区
rl037,r01619,薮仲義彦,やぶなかよしひこ,公明党,静岡1区
rl037,r01864,山岡謙蔵,やまおかけんぞう,自由民主党,高知全県区
rl037,r01141,山口鶴男,やまぐちつるお,日本社会党,群馬3区
rl037,r01269,山口敏夫,やまぐちとしお,新自由クラブ,埼玉2区
rl037,r01537,山崎拓,やまさきたく,自由民主党,福岡1区
rl037,r01674,山崎武三郎,やまさきたけさぶろう,自由民主党,鹿児島1区
rl037,r01435,山崎平八郎,やまさきへいはちろう,自由民主党,福岡3区
rl037,r01312,山下元利,やましたがんり,自由民主党,滋賀全県区
rl037,r01438,山下徳夫,やましたとくお,自由民主党,佐賀全県区
rl037,r01829,山下八洲夫,やましたやすお,日本社会党,岐阜2区
rl037,r01698,山田英介,やまだえいすけ,公明党,埼玉4区
rl037,r00970,山中貞則,やまなかさだのり,自由民主党,鹿児島3区
rl037,r01842,山中末治,やまなかすえはる,日本社会党,京都2区
rl037,r01594,山花貞夫,やまはなさだお,日本社会党,東京11区
rl037,r01434,山原健二郎,やまはらけんじろう,日本共産党,高知全県区
rl037,r01251,山村新治郎（11代目）,やまむらしんじろう,自由民主党,千葉2区
rl037,r01226,山本幸雄,やまもとさちお,自由民主党,三重1区
rl037,r01276,山本政弘,やまもとまさひろ,日本社会党,東京3区
rl037,r01652,矢山有作,ややまゆうさく,日本社会党,岡山1区
rl037,r01631,湯川宏,ゆかわひろし,自由民主党,大阪1区
rl037,r01174,湯山勇,ゆやまいさむ,日本社会党,愛媛1区
rl037,r01837,横江金夫,よこえかねお,日本社会党,愛知6区
rl037,r01718,横手文雄,よこてふみお,民社党,福井全県区
rl037,r01011,横山利秋,よこやまとしあき,日本社会党,愛知1区
rl037,r01582,与謝野馨,よさのかおる,自由民主党,東京1区
rl037,r01738,吉井光照,よしいみつてる,公明党,山口2区
rl037,r01579,吉浦忠治,よしうらちゅうじ,公明党,千葉3区
rl037,r01330,吉田之久,よしだゆきひさ,民社党,奈良全県区
rl037,r01649,吉原米治,よしはらよねはる,日本社会党,島根全県区
rl037,r01670,米沢隆,よねざわたかし,民社党,宮崎1区
rl037,r01826,若林正俊,わかばやしまさとし,自由民主党,長野1区
rl037,r01699,和田一仁,わだかずひと,民社党,埼玉5区
rl037,r01525,和田貞夫,わださだお,日本社会党,大阪5区
rl037,r01327,渡部一郎,わたなべいちろう,公明党,兵庫1区
rl037,r01221,渡辺栄一,わたなべえいいち,自由民主党,岐阜2区
rl037,r01828,渡辺嘉蔵,わたなべかぞう,日本社会党,岐阜1区
rl037,r01369,渡部恒三,わたなべこうぞう,自由民主党,福島2区
rl037,r01499,渡辺紘三,わたなべこうぞう,自由民主党,新潟2区
rl037,r01469,渡辺三郎,わたなべさぶろう,日本社会党,山形1区
rl037,r01680,渡辺省一,わたなべしょういち,自由民主党,北海道4区
rl037,r01607,渡辺秀央,わたなべひでお,自由民主党,新潟3区
rl037,r01199,渡辺美智雄,わたなべみちお,自由民主党,栃木1区
rl037,r01567,渡部行雄,わたなべゆきお,日本社会党,福島2区
rl037,r01620,渡辺朗,わたなべろう,民社党,静岡2区
rl037,r01399,綿貫民輔,わたぬきたみすけ,自由民主党,富山2区
rl038,r01920,逢沢一郎,あいさわいちろう,自由民主党,岡山1区
rl038,r01648,相沢英之,あいざわひでゆき,自由民主党,鳥取全県区
rl038,r01560,愛知和男,あいちかずお,自由民主党,宮城1区
rl038,r01542,愛野興一郎,あいのこういちろう,自由民主党,佐賀全県区
rl038,r01271,青木正久,あおきまさひさ,自由民主党,埼玉4区
rl038,r01623,青山丘,あおやまたかし,民社党,愛知2区
rl038,r00731,赤城宗徳,あかぎむねのり,自由民主党,茨城3区
rl038,r01317,浅井美幸,あさいよしゆき,公明党,大阪2区
rl038,r01741,麻生太郎,あそうたろう,自由民主党,福岡2区
rl038,r01263,阿部昭吾,あべしょうご,社会民主連合,山形2区
rl038,r01106,安倍晋太郎,あべしんたろう,自由民主党,山口1区
